,Material,ICSD number,GGA gap,HSE gap,Atomic mass,Atomic no,Atomic orbitals_1s,Atomic orbitals_2s,Atomic orbitals_2p,Atomic orbitals_3s,Atomic orbitals_3p,Atomic orbitals_3d,Atomic orbitals_4s,Atomic orbitals_4p,Atomic orbitals_4d,Atomic orbitals_4f,Atomic orbitals_5s,Atomic orbitals_5p,Atomic orbitals_5d,Atomic orbitals_5f,Atomic orbitals_6s,Atomic orbitals_6p,Atomic orbitals_6d,Atomic orbitals_7s,Atomic radius,Atomic radius calculated,Boiling point,Brinell hardness,Bulk modulus,Coefficient of linear thermal epansion,Common oxidation states_-4,Common oxidation states_-3,Common oxidation states_-2,Common oxidation states_-1,Common oxidation states_0,Common oxidation states_1,Common oxidation states_2,Common oxidation states_3,Common oxidation states_4,Common oxidation states_5,Common oxidation states_6,Common oxidation states_7,Critical temperature,Density of solid,Electrical resistivity,Unnamed: 45,Ionic radii_-3,Ionic radii_-2,Ionic radii_-1,Ionic radii_0,Ionic radii_1,Ionic radii_2,Ionic radii_3,Ionic radii_4,Ionic radii_5,Ionic radii_6,Ionic radii_7,Ionic radii_8,Liquid range,Melting point,Mendeleev no,Mineral hardness,Molar volume,Unnamed: 63,Oxidation states_-4,Oxidation states_-3,Oxidation states_-2,Oxidation states_-1,Oxidation states_0,Oxidation states_1,Oxidation states_2,Oxidation states_3,Oxidation states_4,Oxidation states_5,Oxidation states_6,Oxidation states_7,Oxidation states_8,Poissons ratio,Reflectivity,Refractive index,Rigidity modulus,Superconduction temperature,Thermal conductivity,Van der waals radius,Velocity of sound,Vickers hardness,X,Youngs modulus,Metallic radius,iupac_ordering,IUPAC ordering,ICSD oxidation states_-4,ICSD oxidation states_-3,ICSD oxidation states_-2,ICSD oxidation states_-1,ICSD oxidation states_0,ICSD oxidation states_1,ICSD oxidation states_2,ICSD oxidation states_3,ICSD oxidation states_4,ICSD oxidation states_5,ICSD oxidation states_6,ICSD oxidation states_7,Unnamed: 103,Unnamed: 104,NMR Quadrupole Moment_3,Max oxidation state,Min oxidation state,Ionic radii hs_2,Ionic radii hs_3,Ionic radii hs_4,Ionic radii ls_2,Ionic radii ls_3,Ionic radii ls_4,Ionic radii ls_5,Ionic radii ls_6,Ionic radii ls_7
13457,Cr2Ga6Hf3,600971,0,,51.9961,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.6542300000000003,-0.118123,-0.150445,,,,,,,,,,,,1.4,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.7,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.69,0.63,0.58,
13458,As7Ni12Y2,611099,0,,74.9216,33.0,-423.336658,-53.093086,-47.527869,-6.730755,-4.851725,-1.5427670000000002,-0.52367,-0.197497,,,,,,,,,,,1.15,1.14,887.0,1440.0,22.0,,,1.0,,,,,,1.0,,1.0,,,1700.0,5727.0,33.0,,,,,,,,0.72,,0.5999999999999999,,,,203.0,1090.0,89.0,3.5,12.949999999999998,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.001552,,,50.0,1.8500000000000003,,,2.18,8.0,,89.0,89.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
13466,Al5Ce1Ni2,104629,0,,26.9815386,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13467,Ge4Ni11Sc3,637383,done_error,,72.64,32.0,-396.292991,-49.05528200000001,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.426523,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.630000000000004,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.3899999999999997,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13470,Br12C1Sc7,61266,0,,79.904,35.0,-480.18264299999987,-61.710021999999995,-55.67796000000001,-8.409057,-6.298805000000001,-2.52211,-0.7200659999999999,-0.29533400000000004,,,,,,,,,,,1.15,0.9399999999999998,332.0,,1.9,,,,,1.0,,1.0,,1.0,,1.0,,1.0,586.0,,,,,,1.82,,,,0.73,,0.45,,0.53,,66.20000000000002,265.80000000000007,98.0,,19.78,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0011319999999997,,,0.12,1.8500000000000003,,,2.96,,1.14,100.0,100.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
13474,La1Ru3Si2,100785,0,,138.90547,57.0,-1355.622446,-209.83115099999998,-198.325243,-44.856283000000005,-39.895838,-30.626696000000003,-9.000542999999999,-7.167724000000001,-3.95801,,-1.3249360000000001,-0.8244979999999998,-0.141085,,-0.132233,,,,1.95,,3743.0,363.0,28.0,12.1,,,,,,,,1.0,,,,,,6146.0,61.5,,,,,,,,1.172,,,,,,2550.0,1193.0,33.0,2.5,22.39,,,,,,,,1.0,1.0,,,,,,0.28,,,14.0,6.0,13.0,,2475.0,491.0,1.1,37.0,1.8769999999999998,47.0,47.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13478,Ca1Mn1Sb2,52705,0,,40.078,20.0,-143.935181,-15.046904999999999,-12.285376,-1.706331,-1.030572,,-0.14141099999999998,,,,,,,,,,,,1.8,1.94,1757.0,167.0,17.0,22.3,,,,,,,1.0,,,,,,,1550.0,3.4,,,,,,,1.14,,,,,,,642.0,1115.0,16.0,1.75,26.2,,,,,,,,1.0,,,,,,,0.31,,,7.4,,200.0,2.31,3810.0,,1.0,20.0,1.976,15.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
13479,Cu1Ge1Ti1,53283,0,,63.54600000000001,29.0,-320.78852,-38.14131,-33.481246999999996,-4.057453,-2.609244,-0.202272,-0.172056,,,,,,,,,,,,1.3500000000000003,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.87,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.11,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.3999999999999997,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13480,Ge5La2Rh3,602088,0,,72.64000000000001,32.0,-396.29299100000003,-49.055282,-43.720129,-5.961471999999999,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.8699999999999999,,0.6700000000000002,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.1100000000000003,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13481,Fe1Nb1Te2,71520,0,,55.845,26.0,-254.22550499999997,-29.564859999999996,-25.551766,-3.360621,-2.187523,-0.295049,-0.197978,,,,,,,,,,,,1.4,1.56,3134.0,490.0,170.0,11.8,,,,,,,1.0,1.0,,,,,,7874.0,10.0,,,,,,,0.92,0.785,,,,,,1323.0,1811.0,61.0,4.0,7.09,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.29,0.65,,82.0,,80.0,,4910.0,608.0,1.83,211.0,1.2770000000000001,64.0,64.0,,,,,,,1.0,1.0,,,,,,,,,,0.92,0.785,,0.75,0.69,0.725,,0.39,
13484,Al16Rh7Sc6,609216,0,,26.9815386,13.0,-55.156044,-3.934827,-2.564018,-0.28688300000000005,-0.10254499999999997,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.7099999999999999,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13491,Cr1O2Pd1,193884,0,,51.9961,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.6542299999999999,-0.118123,-0.150445,,,,,,,,,,,,1.4,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.7,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.69,0.63,0.58,
13494,Ge1Hf9Mo4,636562,0,,72.64,32.0,-396.29299099999986,-49.05528199999999,-43.72012899999999,-5.9614720000000005,-4.194822,-1.1173160000000002,-0.42652299999999993,-0.14988200000000002,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13497,Ag1Bi1Te2,159345,0,,107.8682,47.0,-900.324578,-129.85980700000002,-120.913351,-23.678437,-20.067629999999998,-13.367803,-3.22309,-2.086602,-0.29870599999999997,,-0.157407,,,,,,,,1.6,1.65,2435.0,24.5,100.0,18.9,,,,,,1.0,,,,,,,,10490.0,1.63,,,,,,1.29,1.08,0.89,,,,,,1200.07,1234.93,71.0,2.5,10.27,,,,,,,1.0,1.0,1.0,,,,,,0.37,0.97,,30.0,,430.0,1.72,2600.0,251.0,1.93,83.0,1.445,72.0,72.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13499,B1Ge3Ta5,614404,0,,10.811,5.0,-6.564347,-0.34470100000000004,-0.136603,,,,,,,,,,,,,,,,0.8500000000000001,0.87,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.4099999999999999,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
13500,Ba1F6Rh1,6038,0,,137.327,56.0,-1305.743258,-200.84444399999998,-189.59848300000002,-42.35943400000001,-37.536931,-28.528933000000002,-8.257061,-6.497622,-3.4324410000000003,,-1.157159,-0.6986049999999999,,,-0.11896700000000003,,,,2.15,2.53,2143.0,,9.599999999999998,20.6,,,,,,,1.0,,,,,,,3510.0,34.0,,,,,,,1.49,,,,,,,1143.0,1000.0,14.0,1.25,38.16,,,,,,,,1.0,,,,,,,,,,4.9,,18.0,2.68,1620.0,,0.8899999999999999,13.0,2.2359999999999998,13.0,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
13502,B6Fe3Ni20,614125,0,,10.811,5.0,-6.564347,-0.34470100000000004,-0.136603,,,,,,,,,,,,,,,,0.85,0.8699999999999999,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.41,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
13510,Mo1O5P1,169098,0,,95.93999999999998,42.0,-709.2321190000001,-98.503638,-90.79154099999998,-16.681545,-13.71481,-8.257721000000002,-2.234824,-1.3900500000000002,-0.15334699999999998,,-0.14787999999999998,,,,,,,,1.4499999999999995,1.9,4912.0,1500.0,230.0,4.8,,,,,,,,,1.0,,1.0,,,10280.0,5.5,,,,,,,,0.83,0.79,0.75,0.7299999999999999,,,2016.0,2896.0,56.0,5.5,9.38,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.31,0.58,,20.0,0.915,139.0,,6190.0,1530.0,2.16,329.0,1.4019999999999997,57.0,57.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13515,Co1Ga5Y1,623236,0,,58.93319500000001,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.5199999999999998,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.8849999999999999,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.670000000000001,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.8799999999999997,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.8849999999999999,0.75,0.67,0.79,0.6849999999999999,,,,
13516,Ga16Hf6Rh7,634325,0,,69.723,31.0,-370.170639,-45.200869,-40.093339,-5.241645,-3.5846660000000004,-0.736204,-0.328019,-0.101634,,,,,,,,,,,1.3,1.36,2477.0,60.0,,120.0,,,,,,,,1.0,,,,,,5904.0,14.0,,,,,,,,0.76,,,,,,2174.09,302.91,81.0,1.5,11.8,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.083,29.0,1.87,2740.0,,1.81,,1.35,79.0,79.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13519,I3Ru1Y3,71523,0,,126.90447000000002,53.0,-1161.787047,-175.07380399999997,-164.60378800000004,-35.243351000000004,-30.831092000000005,-22.600693,-6.115811,-4.572522,-1.938179,,-0.5963389999999998,-0.267904,,,,,,,1.4,1.15,457.4,,7.700000000000001,,,,,1.0,,1.0,,1.0,,1.0,,1.0,819.0,4940.0,,,,,2.06,,,,,,1.09,,0.67,,70.55,386.85,97.0,,25.72,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,0.449,1.98,,,2.66,,,99.0,99.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
13522,Cr3Sc2Si4,626698,done_error,,51.9961,24.0,-213.88119100000003,-24.113457,-20.526273,-2.6490850000000004,-1.6542299999999999,-0.118123,-0.150445,,,,,,,,,,,,1.3999999999999997,1.6599999999999997,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.699999999999998,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.6599999999999997,279.0,1.2849999999999997,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.69,0.63,0.5799999999999998,
13527,As1Os1Zr1,604606,0,,74.9216,33.0,-423.336658,-53.093086,-47.527869,-6.7307549999999985,-4.851725,-1.5427670000000002,-0.52367,-0.197497,,,,,,,,,,,1.15,1.14,887.0,1440.0,22.0,,,1.0,,,,,,1.0,,1.0,,,1700.0,5727.0,33.0,,,,,,,,0.7200000000000001,,0.6,,,,203.0,1090.0,89.0,3.5,12.949999999999998,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.001552,,,50.0,1.8500000000000003,,,2.18,8.0,,89.0,89.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
13529,Al1Au2Zr3,606056,0,,26.981538600000004,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.100000000000005,,,,,,,,1.0,,,,,,2700.0,2.7000000000000006,,,,,,,,0.6750000000000002,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.3499999999999999,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13530,Co2Ga7Mg3,157364,0,,58.93319499999999,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.3500000000000003,1.5200000000000002,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.8850000000000001,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.669999999999999,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.8850000000000001,0.75,0.67,0.79,0.685,,,,
13537,B1Nb5Si3,614916,0,,10.811,5.0,-6.564347,-0.34470100000000004,-0.136603,,,,,,,,,,,,,,,,0.85,0.87,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.41,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
13541,Ge1Pb3Zr5,604203,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.630000000000004,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.3899999999999997,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13542,Ca1Pt1Si3,181448,0,,40.078,20.0,-143.935181,-15.046904999999999,-12.285376,-1.706331,-1.030572,,-0.14141099999999998,,,,,,,,,,,,1.8,1.94,1757.0,167.0,17.0,22.3,,,,,,,1.0,,,,,,,1550.0,3.4,,,,,,,1.14,,,,,,,642.0,1115.0,16.0,1.75,26.2,,,,,,,,1.0,,,,,,,0.30999999999999994,,,7.4,,200.0,2.31,3810.0,,1.0,20.0,1.976,15.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
13548,Fe6Ga6Hf1,631771,0,,55.845,26.0,-254.22550499999997,-29.564860000000003,-25.551766,-3.360621,-2.187523,-0.295049,-0.197978,,,,,,,,,,,,1.3999999999999997,1.5599999999999998,3134.0,490.0,170.0,11.800000000000002,,,,,,,1.0,1.0,,,,,,7874.0,10.0,,,,,,,0.92,0.785,,,,,,1323.0,1811.0,61.0,4.0,7.09,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.29,0.6500000000000001,,82.0,,80.0,,4910.0,608.0,1.83,211.0,1.2770000000000001,64.0,64.0,,,,,,,1.0,1.0,,,,,,,,,,0.92,0.785,,0.75,0.69,0.7249999999999999,,0.39,
13549,La7Ni2Zn1,159116,0,,138.90546999999998,57.0,-1355.622446,-209.83115099999998,-198.325243,-44.856283000000005,-39.89583799999999,-30.626696000000003,-9.000542999999997,-7.167723999999998,-3.95801,,-1.3249360000000001,-0.824498,-0.14108499999999996,,-0.132233,,,,1.95,,3743.0,363.0,28.0,12.1,,,,,,,,1.0,,,,,,6146.0,61.5,,,,,,,,1.172,,,,,,2550.0,1193.0,33.0,2.5,22.390000000000004,,,,,,,,1.0,1.0,,,,,,0.2800000000000001,,,14.0,6.0,13.0,,2475.0,491.0,1.1,37.0,1.8769999999999998,47.0,47.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13550,As2Ba1Fe2,182273,0,,74.92159999999998,33.0,-423.336658,-53.09308599999999,-47.527869,-6.7307549999999985,-4.851725,-1.542767,-0.5236699999999999,-0.197497,,,,,,,,,,,1.15,1.14,887.0,1440.0,22.0,,,1.0,,,,,,1.0,,1.0,,,1700.0,5727.0,33.0,,,,,,,,0.72,,0.6,,,,203.0,1090.0,89.0,3.5,12.95,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0015519999999998,,,50.0,1.85,,,2.1800000000000006,8.0,,89.0,89.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
13555,B3C4Lu4,420216,0,,10.811,5.0,-6.5643470000000015,-0.3447009999999999,-0.136603,,,,,,,,,,,,,,,,0.85,0.87,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.41,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
13556,Ru2Sn2Zn3,421663,0,,101.07,44.0,-782.918621,-110.53605400000001,-102.333649,-19.366692,-16.145217000000002,-10.195668,-2.6283630000000002,-1.6675490000000002,-0.210375,,-0.15283399999999994,,,,,,,,1.3000000000000005,1.78,4423.0,2160.0,220.0,6.4,,,,,,,,1.0,1.0,,,,,12370.0,7.1,,,,,,,,0.8200000000000001,0.76,0.705,,0.52,0.5,1816.0,2607.0,62.0,6.5,8.17,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29999999999999993,,,173.0,0.49,120.0,,5970.0,,2.2,447.0,1.339,63.0,63.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13557,Ca1In2Ir1,410839,0,,40.078,20.0,-143.935181,-15.046904999999999,-12.285376,-1.706331,-1.030572,,-0.14141099999999998,,,,,,,,,,,,1.8,1.94,1757.0,167.0,17.0,22.3,,,,,,,1.0,,,,,,,1550.0,3.4,,,,,,,1.14,,,,,,,642.0,1115.0,16.0,1.75,26.2,,,,,,,,1.0,,,,,,,0.31,,,7.4,,200.0,2.31,3810.0,,1.0,20.0,1.976,15.0,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
13559,La1Mg1Pd1,657924,0,,138.90547,57.0,-1355.622446,-209.83115099999998,-198.325243,-44.856283000000005,-39.895838,-30.626696000000003,-9.000542999999999,-7.167724000000001,-3.95801,,-1.3249360000000001,-0.8244979999999998,-0.141085,,-0.132233,,,,1.95,,3743.0,363.0,28.0,12.1,,,,,,,,1.0,,,,,,6146.0,61.5,,,,,,,,1.172,,,,,,2550.0,1193.0,33.0,2.5,22.39,,,,,,,,1.0,1.0,,,,,,0.28,,,14.0,6.0,13.0,,2475.0,491.0,1.1,37.0,1.8769999999999998,47.0,47.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13571,Mo2O7Y2,202522,0,,95.94,42.0,-709.2321190000001,-98.503638,-90.79154100000001,-16.681545,-13.71481,-8.257721000000002,-2.234824,-1.39005,-0.153347,,-0.14787999999999998,,,,,,,,1.4500000000000002,1.9,4912.0,1500.0,230.0,4.800000000000002,,,,,,,,,1.0,,1.0,,,10280.0,5.5,,,,,,,,0.83,0.7900000000000001,0.75,0.73,,,2016.0,2896.0,56.0,5.5,9.380000000000004,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.31,0.58,,20.0,0.915,139.0,,6190.0,1530.0,2.16,329.0,1.402,57.0,57.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13572,Co1Ge3La1,106472,0,,58.933195,27.0,-275.616639,-32.379758,-28.152095,-3.651812000000001,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.52,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.885,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.67,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.885,0.75,0.67,0.79,0.685,,,,
13573,Cu2Lu1Si2,106846,0,,63.54600000000001,29.0,-320.78851999999995,-38.14131,-33.48124700000001,-4.057453,-2.6092439999999995,-0.202272,-0.172056,,,,,,,,,,,,1.35,1.45,3200.0,874.0,140.0,16.5,,,,,,,1.0,,,,,,,8920.0,1.72,,,,,,0.91,0.8699999999999999,0.68,,,,,,1842.23,1357.77,72.0,3.0,7.110000000000001,,,,,,,1.0,1.0,1.0,1.0,,,,,0.34,0.9,,48.0,,400.0,1.4,3570.0,369.0,1.9,130.0,1.278,73.0,73.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13576,Au2Lu2Sn1,658831,0,,196.966569,79.0,-2683.508245,-447.888973,-430.72570099999996,-104.824516,-96.70700000000001,-81.511751,-22.078357,-18.578651999999998,-12.131815,-3.486824,-3.1139360000000003,-2.002495,-0.304738,,-0.16233399999999998,,,,1.35,1.7399999999999998,3129.0,2450.0,220.0,14.2,,,,,,,,1.0,,,,,,19300.0,2.2,,,,,,1.51,,0.99,,0.71,,,,1791.67,1337.33,70.0,2.5,10.21,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,0.4400000000000001,0.95,,27.0,,320.0,1.6599999999999997,1740.0,216.0,2.54,78.0,1.442,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13579,Ir19La5P12,422912,0,,192.217,77.0,-2543.7613420000002,-422.159424,-405.526834,-97.92308099999998,-90.108427,-75.485027,-20.294290000000004,-16.966578,-10.856593,-2.738339,-2.909174,-1.8833490000000002,-0.335189,,-0.195511,,,,1.3500000000000003,1.8000000000000005,4701.0,1670.0,320.0,6.400000000000001,,,,,,,,1.0,1.0,,,,,22650.0,4.699999999999998,,,,,,,,0.82,0.765,0.71,,,,1962.0,2739.0,66.0,6.5,8.52,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.26,0.7799999999999999,,210.0,0.11,150.0,,4825.0,1760.0,2.2,528.0,1.357,65.0,65.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
13580,C1Ni6W6,618591,0,,12.010699999999998,6.0,-9.947718,-0.500866,-0.19918600000000006,,,,,,,,,,,,,,,,0.6999999999999998,0.67,4300.0,,33.0,7.099999999999999,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.29999999999999993,,,,,500.0,3800.0,95.0,0.5,5.290000000000001,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.27,2.417,,,140.0,1.6999999999999995,18350.0,,2.55,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
